"","docID","negative","positive","polarity"
"7505",8832,4,10,6
"7506",8834,1,0,-1
"7507",8835,0,1,1
"7508",8836,1,1,0
"7509",8837,1,0,-1
"7510",8838,0,2,2
"7511",8839,1,0,-1
"7512",8840,1,0,-1
"7513",8843,1,1,0
"7514",8844,2,13,11
"7515",8846,1,2,1
"7516",8847,0,2,2
"7517",8850,0,1,1
"7518",8851,0,1,1
"7519",8852,2,0,-2
"7520",8853,0,3,3
"7521",8854,3,7,4
"7522",8855,0,1,1
"7523",8856,2,0,-2
"7524",8857,1,0,-1
"7525",8858,1,0,-1
"7526",8859,3,2,-1
"7527",8861,1,0,-1
"7528",8862,31,35,4
"7529",8864,1,2,1
"7530",8866,1,0,-1
"7531",8867,2,3,1
"7532",8868,0,1,1
"7533",8869,0,2,2
"7534",8870,1,2,1
"7535",8872,1,1,0
"7536",8873,3,4,1
"7537",8874,1,2,1
"7538",8875,4,3,-1
"7539",8876,1,0,-1
"7540",8877,1,0,-1
"7541",8878,1,0,-1
"7542",8879,1,0,-1
"7543",8880,3,17,14
"7544",8881,1,1,0
"7545",8882,3,0,-3
"7546",8883,2,0,-2
"7547",8884,3,8,5
"7548",8885,0,2,2
"7549",8886,1,2,1
"7550",8887,167,124,-43
"7551",8889,1,0,-1
"7552",8890,1,0,-1
"7553",8891,0,1,1
"7554",8892,1,0,-1
"7555",8893,0,1,1
"7556",8895,1,0,-1
"7557",8897,0,1,1
"7558",8898,2,1,-1
"7559",8899,0,3,3
"7560",8900,2,1,-1
"7561",8901,2,3,1
"7562",8902,1,0,-1
"7563",8903,1,0,-1
"7564",8904,0,1,1
"7565",8905,3,4,1
"7566",8907,1,2,1
"7567",8908,1,0,-1
"7568",8909,9,1,-8
"7569",8910,6,2,-4
"7570",8913,3,4,1
"7571",8915,4,15,11
"7572",8916,2,2,0
"7573",8917,1,0,-1
"7574",8918,1,0,-1
"7575",8920,0,1,1
"7576",8921,7,3,-4
"7577",8922,1,0,-1
"7578",8924,0,1,1
"7579",8925,1,0,-1
"7580",8926,1,1,0
"7581",8927,1,0,-1
"7582",8929,1,0,-1
"7583",8931,1,1,0
"7584",8932,1,0,-1
"7585",8934,4,0,-4
"7586",8935,3,4,1
"7587",8936,1,0,-1
"7588",8937,0,1,1
"7589",8938,1,0,-1
"7590",8939,1,0,-1
"7591",8940,0,4,4
"7592",8941,0,1,1
"7593",8942,1,1,0
"7594",8943,1,0,-1
"7595",8944,1,1,0
"7596",8945,0,1,1
"7597",8946,1,1,0
"7598",8948,0,3,3
"7599",8949,0,1,1
"7600",8952,1,4,3
"7601",8953,1,0,-1
"7602",8956,0,1,1
"7603",8957,4,0,-4
"7604",8958,1,0,-1
"7605",8960,2,1,-1
"7606",8962,2,0,-2
"7607",8964,2,4,2
"7608",8965,1,0,-1
"7609",8966,1,0,-1
"7610",8967,1,0,-1
"7611",8968,2,11,9
"7612",8969,2,1,-1
"7613",8970,6,8,2
"7614",8971,1,3,2
"7615",8972,1,1,0
"7616",8973,2,9,7
"7617",8974,1,0,-1
"7618",8975,4,5,1
"7619",8977,1,2,1
"7620",8978,4,4,0
"7621",8979,0,1,1
"7622",8980,0,1,1
"7623",8981,1,0,-1
"7624",8982,3,1,-2
"7625",8983,0,2,2
"7626",8984,1,1,0
"7627",8986,9,10,1
"7628",8987,1,6,5
"7629",8988,2,7,5
"7630",8989,1,1,0
"7631",8990,0,5,5
"7632",8991,2,7,5
"7633",8992,3,1,-2
"7634",8993,2,2,0
"7635",8994,1,0,-1
"7636",8995,0,1,1
"7637",8996,0,2,2
"7638",8997,1,0,-1
"7639",9000,2,4,2
"7640",9001,1,0,-1
"7641",9002,1,3,2
"7642",9003,1,1,0
"7643",9004,4,3,-1
"7644",9007,2,2,0
"7645",9008,0,1,1
"7646",9010,8,10,2
"7647",9011,6,5,-1
"7648",9012,0,1,1
"7649",9013,0,2,2
"7650",9014,0,2,2
"7651",9015,3,3,0
"7652",9016,1,1,0
"7653",9017,1,1,0
"7654",9018,6,5,-1
"7655",9019,4,4,0
"7656",9020,1,2,1
"7657",9021,3,7,4
"7658",9022,7,7,0
"7659",9023,0,2,2
"7660",9024,1,2,1
"7661",9025,0,1,1
"7662",9027,0,1,1
"7663",9029,3,1,-2
"7664",9030,3,4,1
"7665",9031,0,3,3
"7666",9032,1,1,0
"7667",9033,10,3,-7
"7668",9035,1,3,2
"7669",9036,2,1,-1
"7670",9037,1,0,-1
"7671",9038,4,2,-2
"7672",9039,5,4,-1
"7673",9040,7,12,5
"7674",9041,7,10,3
"7675",9042,0,1,1
"7676",9043,9,9,0
"7677",9044,2,0,-2
"7678",9045,17,5,-12
"7679",9046,6,5,-1
"7680",9047,1,1,0
"7681",9048,3,4,1
"7682",9053,1,1,0
"7683",9055,3,0,-3
"7684",9056,2,3,1
"7685",9057,0,1,1
"7686",9058,0,1,1
"7687",9059,6,8,2
"7688",9060,1,3,2
"7689",9061,0,3,3
"7690",9062,1,1,0
"7691",9063,1,1,0
"7692",9064,1,0,-1
"7693",9067,1,1,0
"7694",9068,2,0,-2
"7695",9069,1,0,-1
"7696",9070,0,1,1
"7697",9071,1,3,2
"7698",9073,1,1,0
"7699",9075,4,0,-4
"7700",9076,4,3,-1
"7701",9077,1,1,0
"7702",9078,2,1,-1
"7703",9079,2,2,0
"7704",9081,1,2,1
"7705",9082,2,4,2
"7706",9083,1,2,1
"7707",9084,0,4,4
"7708",9085,4,0,-4
"7709",9087,0,1,1
"7710",9088,0,1,1
"7711",9089,0,1,1
"7712",9090,4,5,1
"7713",9091,0,1,1
"7714",9093,0,1,1
"7715",9094,0,1,1
"7716",9095,0,1,1
"7717",9097,2,0,-2
"7718",9098,5,0,-5
"7719",9099,9,2,-7
"7720",9100,1,0,-1
"7721",9101,1,0,-1
"7722",9102,4,0,-4
"7723",9103,5,1,-4
"7724",9104,4,4,0
"7725",9105,5,0,-5
"7726",9106,3,4,1
"7727",9108,0,2,2
"7728",9109,0,4,4
"7729",9110,0,3,3
"7730",9111,5,3,-2
"7731",9112,3,3,0
"7732",9113,1,2,1
"7733",9114,2,3,1
"7734",9115,3,3,0
"7735",9116,4,2,-2
"7736",9117,3,4,1
"7737",9118,3,2,-1
"7738",9119,4,3,-1
"7739",9121,1,2,1
"7740",9122,1,1,0
"7741",9123,5,8,3
"7742",9124,4,3,-1
"7743",9125,1,3,2
"7744",9126,0,2,2
"7745",9127,3,11,8
"7746",9128,3,9,6
"7747",9129,1,7,6
"7748",9130,1,2,1
"7749",9132,1,2,1
"7750",9133,6,11,5
"7751",9134,3,4,1
"7752",9135,1,2,1
"7753",9136,1,0,-1
"7754",9137,5,4,-1
"7755",9138,7,5,-2
"7756",9139,2,5,3
"7757",9141,1,1,0
"7758",9142,1,3,2
"7759",9143,5,2,-3
"7760",9144,0,4,4
"7761",9145,10,4,-6
"7762",9146,1,0,-1
"7763",9147,0,1,1
"7764",9150,1,1,0
"7765",9151,3,7,4
"7766",9153,0,1,1
"7767",9154,3,2,-1
"7768",9156,1,0,-1
"7769",9158,3,2,-1
"7770",9159,1,3,2
"7771",9160,0,1,1
"7772",9161,7,7,0
"7773",9162,1,0,-1
"7774",9163,5,1,-4
"7775",9164,1,0,-1
"7776",9165,4,1,-3
"7777",9166,1,0,-1
"7778",9168,1,3,2
"7779",9170,0,1,1
"7780",9171,0,1,1
"7781",9172,0,1,1
"7782",9173,0,1,1
"7783",9174,0,1,1
"7784",9175,0,1,1
"7785",9176,0,1,1
"7786",9177,0,1,1
"7787",9178,0,1,1
"7788",9179,0,1,1
"7789",9180,0,1,1
"7790",9181,0,1,1
"7791",9182,0,1,1
"7792",9183,0,1,1
"7793",9184,0,1,1
"7794",9185,0,1,1
"7795",9186,0,1,1
"7796",9187,0,1,1
"7797",9188,0,1,1
"7798",9189,0,1,1
"7799",9190,0,1,1
"7800",9191,0,1,1
"7801",9192,0,1,1
"7802",9193,0,1,1
"7803",9194,0,1,1
"7804",9195,0,1,1
"7805",9196,0,1,1
"7806",9197,0,1,1
"7807",9198,0,1,1
"7808",9199,0,1,1
"7809",9200,0,1,1
"7810",9202,0,1,1
"7811",9203,0,1,1
"7812",9204,0,1,1
"7813",9205,0,1,1
"7814",9206,0,1,1
"7815",9207,0,1,1
"7816",9208,0,1,1
"7817",9209,0,1,1
"7818",9210,0,1,1
"7819",9211,0,1,1
"7820",9212,0,1,1
"7821",9213,0,1,1
"7822",9214,0,1,1
"7823",9215,0,1,1
"7824",9216,0,1,1
"7825",9217,0,1,1
"7826",9218,0,1,1
"7827",9219,0,1,1
"7828",9220,0,1,1
"7829",9221,0,1,1
"7830",9222,0,1,1
"7831",9223,0,1,1
"7832",9224,0,1,1
"7833",9225,0,1,1
"7834",9226,0,1,1
"7835",9227,0,1,1
"7836",9228,0,1,1
"7837",9229,0,1,1
"7838",9230,0,1,1
"7839",9231,0,1,1
"7840",9232,0,1,1
"7841",9233,14,25,11
"7842",9234,3,1,-2
"7843",9235,5,1,-4
"7844",9236,9,12,3
"7845",9237,7,15,8
"7846",9238,0,2,2
"7847",9239,1,1,0
"7848",9240,0,2,2
"7849",9241,0,1,1
"7850",9242,20,8,-12
"7851",9243,9,19,10
"7852",9244,12,0,-12
"7853",9245,3,4,1
"7854",9246,1,0,-1
"7855",9247,2,3,1
"7856",9248,2,8,6
"7857",9249,7,11,4
"7858",9250,4,6,2
"7859",9251,3,0,-3
"7860",9252,1,0,-1
"7861",9253,4,2,-2
"7862",9254,0,2,2
"7863",9255,2,4,2
"7864",9256,1,1,0
"7865",9258,2,2,0
"7866",9259,4,12,8
"7867",9260,1,4,3
"7868",9261,0,2,2
"7869",9262,5,10,5
"7870",9263,3,0,-3
"7871",9264,3,2,-1
"7872",9265,24,18,-6
"7873",9266,1,0,-1
"7874",9267,15,26,11
"7875",9269,1,1,0
"7876",9270,1,3,2
"7877",9271,4,9,5
"7878",9272,15,13,-2
"7879",9273,8,7,-1
"7880",9274,3,2,-1
"7881",9275,0,1,1
"7882",9276,0,1,1
"7883",9277,0,5,5
"7884",9278,5,16,11
"7885",9279,4,4,0
"7886",9280,0,1,1
"7887",9281,0,2,2
"7888",9282,0,5,5
"7889",9283,1,2,1
"7890",9284,8,9,1
"7891",9285,6,2,-4
"7892",9286,0,2,2
"7893",9287,21,10,-11
"7894",9288,2,2,0
"7895",9289,9,7,-2
"7896",9290,6,5,-1
"7897",9291,1,0,-1
"7898",9292,1,4,3
"7899",9293,2,6,4
"7900",9294,2,4,2
"7901",9295,2,2,0
"7902",9296,0,1,1
"7903",9297,0,7,7
"7904",9298,0,2,2
"7905",9299,6,3,-3
"7906",9300,4,2,-2
"7907",9301,5,11,6
"7908",9302,4,3,-1
"7909",9303,0,1,1
"7910",9304,1,5,4
"7911",9305,0,1,1
"7912",9306,4,5,1
"7913",9307,6,6,0
"7914",9310,12,11,-1
"7915",9311,2,1,-1
"7916",9312,3,0,-3
"7917",9313,14,3,-11
"7918",9314,7,4,-3
"7919",9315,2,8,6
"7920",9316,3,1,-2
"7921",9317,2,4,2
"7922",9318,0,1,1
"7923",9320,1,4,3
"7924",9321,3,2,-1
"7925",9322,2,7,5
"7926",9323,3,3,0
"7927",9324,1,1,0
"7928",9325,2,4,2
"7929",9326,1,3,2
"7930",9327,11,19,8
"7931",9328,0,5,5
"7932",9329,13,21,8
"7933",9330,13,21,8
"7934",9331,1,0,-1
"7935",9332,3,4,1
"7936",9333,0,2,2
"7937",9334,2,1,-1
"7938",9335,14,3,-11
"7939",9336,0,1,1
"7940",9338,0,5,5
"7941",9341,0,1,1
"7942",9342,4,7,3
"7943",9343,13,13,0
"7944",9344,1,2,1
"7945",9345,1,9,8
"7946",9346,8,8,0
"7947",9348,2,1,-1
"7948",9350,27,20,-7
"7949",9351,4,5,1
"7950",9352,0,2,2
"7951",9354,1,1,0
"7952",9356,0,1,1
"7953",9357,2,1,-1
"7954",9359,2,4,2
"7955",9360,0,2,2
"7956",9362,1,0,-1
"7957",9363,3,10,7
"7958",9364,1,2,1
"7959",9365,0,1,1
"7960",9366,0,1,1
"7961",9367,0,7,7
"7962",9368,0,6,6
"7963",9369,1,16,15
"7964",9370,0,1,1
"7965",9371,1,2,1
"7966",9372,1,0,-1
"7967",9374,4,14,10
"7968",9376,6,1,-5
"7969",9377,4,2,-2
"7970",9379,4,0,-4
"7971",9380,0,2,2
"7972",9382,0,1,1
"7973",9384,5,4,-1
"7974",9385,1,0,-1
"7975",9386,3,3,0
"7976",9387,1,0,-1
"7977",9388,4,0,-4
"7978",9389,3,6,3
"7979",9390,1,0,-1
"7980",9391,5,4,-1
"7981",9392,4,0,-4
"7982",9393,1,0,-1
"7983",9394,3,5,2
"7984",9395,1,1,0
"7985",9396,1,2,1
"7986",9397,1,0,-1
"7987",9398,6,1,-5
"7988",9399,5,11,6
"7989",9400,14,14,0
"7990",9401,10,11,1
"7991",9402,1,4,3
"7992",9403,0,7,7
"7993",9404,1,2,1
"7994",9405,1,4,3
"7995",9406,1,1,0
"7996",9407,1,2,1
"7997",9408,1,0,-1
"7998",9410,1,2,1
"7999",9412,1,0,-1
"8000",9414,1,2,1
"8001",9415,0,2,2
"8002",9416,5,12,7
"8003",9418,0,1,1
"8004",9419,2,2,0
"8005",9420,0,3,3
"8006",9421,1,0,-1
"8007",9422,1,2,1
"8008",9424,0,1,1
"8009",9425,5,11,6
"8010",9426,0,1,1
"8011",9427,1,0,-1
"8012",9428,4,5,1
"8013",9429,0,1,1
"8014",9430,8,6,-2
"8015",9431,0,6,6
"8016",9432,2,7,5
"8017",9434,0,1,1
"8018",9435,1,2,1
"8019",9436,7,7,0
"8020",9437,1,5,4
"8021",9438,0,6,6
"8022",9440,1,6,5
"8023",9441,1,2,1
"8024",9442,0,3,3
"8025",9443,1,2,1
"8026",9444,0,1,1
"8027",9445,1,0,-1
"8028",9447,1,5,4
"8029",9448,2,5,3
"8030",9449,0,4,4
"8031",9450,0,1,1
"8032",9451,0,1,1
"8033",9454,1,2,1
"8034",9455,0,6,6
"8035",9456,0,1,1
"8036",9457,2,1,-1
"8037",9460,2,1,-1
"8038",9461,0,1,1
"8039",9462,2,2,0
"8040",9463,0,3,3
"8041",9464,2,0,-2
"8042",9466,5,5,0
"8043",9467,6,5,-1
"8044",9468,2,7,5
"8045",9469,15,11,-4
"8046",9470,0,1,1
"8047",9471,8,13,5
"8048",9473,0,4,4
"8049",9474,1,0,-1
"8050",9475,0,3,3
"8051",9476,1,0,-1
"8052",9477,2,0,-2
"8053",9478,5,4,-1
"8054",9479,3,3,0
"8055",9480,0,2,2
"8056",9481,1,0,-1
"8057",9482,0,1,1
"8058",9483,3,3,0
"8059",9485,1,0,-1
"8060",9486,1,0,-1
"8061",9487,1,0,-1
"8062",9489,1,1,0
"8063",9491,0,1,1
"8064",9492,1,3,2
"8065",9493,1,3,2
"8066",9494,1,1,0
"8067",9495,1,2,1
"8068",9496,0,2,2
"8069",9497,0,2,2
"8070",9499,3,0,-3
"8071",9500,0,1,1
"8072",9501,2,5,3
"8073",9502,0,1,1
"8074",9503,1,0,-1
"8075",9504,2,3,1
"8076",9505,1,0,-1
"8077",9506,1,1,0
"8078",9507,1,1,0
"8079",9508,2,3,1
"8080",9510,0,1,1
"8081",9511,0,2,2
"8082",9512,2,4,2
"8083",9513,2,6,4
"8084",9514,1,0,-1
"8085",9515,1,0,-1
"8086",9517,2,0,-2
"8087",9518,3,2,-1
"8088",9519,0,1,1
"8089",9521,0,2,2
"8090",9522,2,2,0
"8091",9523,1,2,1
"8092",9525,1,1,0
"8093",9526,0,13,13
"8094",9527,21,34,13
"8095",9528,2,1,-1
"8096",9529,0,1,1
"8097",9530,3,6,3
"8098",9532,1,1,0
"8099",9533,13,10,-3
"8100",9534,1,0,-1
"8101",9535,0,2,2
"8102",9537,1,1,0
"8103",9539,1,0,-1
"8104",9540,2,4,2
"8105",9541,0,3,3
"8106",9542,2,3,1
"8107",9543,2,4,2
"8108",9544,2,2,0
"8109",9545,7,0,-7
"8110",9547,36,32,-4
"8111",9548,1,0,-1
"8112",9549,2,1,-1
"8113",9550,1,2,1
"8114",9552,1,1,0
"8115",9553,1,1,0
"8116",9554,2,4,2
"8117",9555,8,6,-2
"8118",9557,0,1,1
"8119",9558,1,0,-1
"8120",9559,1,2,1
"8121",9560,1,0,-1
"8122",9561,1,0,-1
"8123",9562,1,0,-1
"8124",9563,4,3,-1
"8125",9564,2,2,0
"8126",9565,0,2,2
"8127",9566,1,3,2
"8128",9567,1,3,2
"8129",9568,0,2,2
"8130",9569,0,2,2
"8131",9570,2,4,2
"8132",9571,1,1,0
"8133",9572,0,9,9
"8134",9573,9,9,0
"8135",9574,4,3,-1
"8136",9575,1,0,-1
"8137",9576,1,11,10
"8138",9577,1,0,-1
"8139",9578,1,0,-1
"8140",9579,1,0,-1
"8141",9580,1,0,-1
"8142",9582,1,3,2
"8143",9583,0,3,3
"8144",9584,11,4,-7
"8145",9585,0,6,6
"8146",9587,0,5,5
"8147",9588,1,3,2
"8148",9589,1,3,2
"8149",9590,3,3,0
"8150",9591,3,3,0
"8151",9593,2,4,2
"8152",9595,2,2,0
"8153",9596,11,7,-4
"8154",9597,5,1,-4
"8155",9598,1,0,-1
"8156",9599,6,2,-4
"8157",9600,0,2,2
"8158",9601,0,1,1
"8159",9602,1,0,-1
"8160",9603,5,2,-3
"8161",9604,1,0,-1
"8162",9605,7,6,-1
"8163",9606,1,0,-1
"8164",9607,3,2,-1
"8165",9608,8,5,-3
"8166",9611,1,1,0
"8167",9612,5,5,0
"8168",9613,3,2,-1
"8169",9614,3,3,0
"8170",9615,6,4,-2
"8171",9617,0,1,1
"8172",9618,0,1,1
"8173",9619,1,2,1
"8174",9620,2,6,4
"8175",9621,1,3,2
"8176",9622,4,9,5
"8177",9623,2,4,2
"8178",9624,7,4,-3
"8179",9627,5,6,1
"8180",9628,8,1,-7
"8181",9629,0,1,1
"8182",9631,0,1,1
"8183",9632,4,1,-3
"8184",9633,1,0,-1
"8185",9634,0,2,2
"8186",9635,1,0,-1
"8187",9636,0,1,1
"8188",9637,0,2,2
"8189",9638,3,5,2
"8190",9639,1,0,-1
"8191",9640,2,2,0
"8192",9641,1,4,3
"8193",9643,5,4,-1
"8194",9644,5,9,4
"8195",9645,1,1,0
"8196",9646,2,1,-1
"8197",9647,0,1,1
"8198",9648,2,2,0
"8199",9649,7,1,-6
"8200",9651,4,6,2
"8201",9652,0,2,2
"8202",9653,1,1,0
"8203",9654,1,3,2
"8204",9655,2,3,1
"8205",9656,0,1,1
"8206",9658,0,2,2
"8207",9659,3,2,-1
"8208",9660,10,3,-7
"8209",9661,1,0,-1
"8210",9662,3,11,8
"8211",9663,4,1,-3
"8212",9664,2,4,2
"8213",9665,2,1,-1
"8214",9666,3,2,-1
"8215",9668,3,7,4
"8216",9669,0,1,1
"8217",9670,1,3,2
"8218",9671,1,0,-1
"8219",9672,2,5,3
"8220",9673,0,1,1
"8221",9674,1,2,1
"8222",9676,1,2,1
"8223",9677,2,1,-1
"8224",9679,1,0,-1
"8225",9680,4,2,-2
"8226",9681,1,0,-1
"8227",9682,2,2,0
"8228",9683,1,5,4
"8229",9684,3,6,3
"8230",9685,1,0,-1
"8231",9686,3,3,0
"8232",9687,0,2,2
"8233",9688,1,2,1
"8234",9689,6,2,-4
"8235",9690,2,4,2
"8236",9691,2,14,12
"8237",9692,1,0,-1
"8238",9693,1,0,-1
"8239",9696,1,1,0
"8240",9697,3,2,-1
"8241",9699,1,0,-1
"8242",9700,0,15,15
"8243",9701,3,5,2
"8244",9703,1,0,-1
"8245",9704,1,5,4
"8246",9705,1,2,1
"8247",9706,1,0,-1
"8248",9707,0,1,1
"8249",9708,0,2,2
"8250",9709,4,4,0
"8251",9710,1,0,-1
"8252",9711,97,66,-31
"8253",9713,0,2,2
"8254",9714,0,1,1
"8255",9715,1,1,0
"8256",9716,0,1,1
"8257",9717,2,2,0
"8258",9718,1,0,-1
"8259",9719,0,1,1
"8260",9720,0,1,1
"8261",9721,7,33,26
"8262",9722,3,0,-3
"8263",9723,1,0,-1
"8264",9725,1,2,1
"8265",9726,0,2,2
"8266",9727,2,1,-1
"8267",9729,4,9,5
"8268",9730,0,4,4
"8269",9732,3,4,1
"8270",9733,4,2,-2
"8271",9734,0,1,1
"8272",9735,1,1,0
"8273",9737,2,13,11
"8274",9738,1,1,0
"8275",9740,0,3,3
"8276",9741,1,0,-1
"8277",9742,1,0,-1
"8278",9743,0,2,2
"8279",9744,3,1,-2
"8280",9745,4,6,2
"8281",9746,2,1,-1
"8282",9747,1,0,-1
"8283",9749,0,2,2
"8284",9750,0,3,3
"8285",9751,2,0,-2
"8286",9752,1,6,5
"8287",9754,2,4,2
"8288",9755,4,10,6
"8289",9756,7,5,-2
"8290",9757,2,4,2
"8291",9758,1,0,-1
"8292",9759,0,5,5
"8293",9760,1,3,2
"8294",9761,3,7,4
"8295",9762,2,2,0
"8296",9763,2,3,1
"8297",9764,1,4,3
"8298",9765,1,2,1
"8299",9766,2,7,5
"8300",9767,3,0,-3
"8301",9768,1,4,3
"8302",9770,4,0,-4
"8303",9772,0,1,1
"8304",9773,0,4,4
"8305",9774,0,2,2
"8306",9775,1,3,2
"8307",9776,1,2,1
"8308",9777,2,1,-1
"8309",9778,1,1,0
"8310",9779,2,2,0
"8311",9780,4,0,-4
"8312",9781,2,4,2
"8313",9783,4,4,0
"8314",9784,1,2,1
"8315",9785,0,4,4
"8316",9786,1,2,1
"8317",9787,0,1,1
"8318",9788,0,2,2
"8319",9789,4,0,-4
"8320",9790,0,2,2
"8321",9792,0,1,1
"8322",9794,0,5,5
"8323",9795,12,8,-4
"8324",9796,1,2,1
"8325",9797,2,4,2
"8326",9798,2,2,0
"8327",9799,3,0,-3
"8328",9800,2,1,-1
"8329",9801,2,1,-1
"8330",9802,1,1,0
"8331",9803,0,1,1
"8332",9804,0,3,3
"8333",9805,1,2,1
"8334",9806,2,4,2
"8335",9807,1,1,0
"8336",9808,1,2,1
"8337",9809,5,3,-2
"8338",9810,5,7,2
"8339",9811,4,2,-2
"8340",9812,1,2,1
"8341",9813,0,2,2
"8342",9814,6,13,7
"8343",9815,2,11,9
"8344",9816,3,7,4
"8345",9817,1,1,0
"8346",9818,9,6,-3
"8347",9819,0,1,1
"8348",9820,2,12,10
"8349",9822,7,3,-4
"8350",9823,2,4,2
"8351",9824,12,6,-6
"8352",9826,1,1,0
"8353",9827,0,1,1
"8354",9828,0,3,3
"8355",9829,2,5,3
"8356",9830,1,3,2
"8357",9831,2,0,-2
"8358",9833,0,1,1
"8359",9834,0,4,4
"8360",9835,0,1,1
"8361",9836,1,0,-1
"8362",9837,1,0,-1
"8363",9838,2,1,-1
"8364",9839,0,1,1
"8365",9840,1,0,-1
"8366",9841,1,4,3
"8367",9842,3,2,-1
"8368",9843,3,2,-1
"8369",9844,0,1,1
"8370",9845,1,0,-1
"8371",9847,2,1,-1
"8372",9848,104,54,-50
"8373",9849,0,2,2
"8374",9850,1,2,1
"8375",9851,0,3,3
"8376",9852,4,5,1
"8377",9853,1,1,0
"8378",9854,2,5,3
"8379",9855,0,1,1
"8380",9857,0,2,2
"8381",9858,6,4,-2
"8382",9859,2,3,1
"8383",9860,0,1,1
"8384",9861,2,15,13
"8385",9862,2,1,-1
"8386",9863,1,1,0
"8387",9864,1,6,5
"8388",9865,0,1,1
"8389",9866,2,0,-2
"8390",9867,0,1,1
"8391",9868,3,1,-2
"8392",9869,1,1,0
"8393",9870,7,5,-2
"8394",9871,1,1,0
"8395",9873,2,1,-1
"8396",9874,1,2,1
"8397",9877,1,3,2
"8398",9878,1,0,-1
"8399",9879,0,5,5
"8400",9881,2,4,2
"8401",9882,1,0,-1
"8402",9883,8,5,-3
"8403",9885,1,0,-1
"8404",9887,10,7,-3
"8405",9888,2,0,-2
"8406",9889,4,8,4
"8407",9890,12,7,-5
"8408",9891,2,0,-2
"8409",9892,12,6,-6
"8410",9893,1,1,0
"8411",9894,1,0,-1
"8412",9896,3,2,-1
"8413",9897,1,0,-1
"8414",9898,5,2,-3
"8415",9899,1,1,0
"8416",9900,0,1,1
"8417",9901,2,2,0
"8418",9902,1,1,0
"8419",9904,1,0,-1
"8420",9905,0,3,3
"8421",9906,3,5,2
"8422",9907,0,5,5
"8423",9909,1,0,-1
"8424",9910,0,2,2
"8425",9911,3,2,-1
"8426",9912,1,0,-1
"8427",9913,0,2,2
"8428",9914,0,7,7
"8429",9915,0,2,2
"8430",9916,1,0,-1
"8431",9917,4,1,-3
"8432",9918,4,3,-1
"8433",9919,3,7,4
"8434",9920,2,4,2
"8435",9921,4,4,0
"8436",9922,8,12,4
"8437",9923,121,97,-24
"8438",9924,1,2,1
"8439",9925,1,4,3
"8440",9926,0,1,1
"8441",9927,11,7,-4
"8442",9928,2,4,2
"8443",9929,1,0,-1
"8444",9930,0,2,2
"8445",9932,0,1,1
"8446",9933,1,2,1
"8447",9934,3,2,-1
"8448",9936,1,3,2
"8449",9937,1,1,0
"8450",9938,1,3,2
"8451",9939,3,4,1
"8452",9941,6,12,6
"8453",9942,13,2,-11
"8454",9943,0,2,2
"8455",9944,0,1,1
"8456",9945,3,3,0
"8457",9946,0,1,1
"8458",9947,1,1,0
"8459",9948,0,1,1
"8460",9949,2,0,-2
"8461",9950,6,3,-3
"8462",9952,3,9,6
"8463",9953,6,3,-3
"8464",9954,3,2,-1
"8465",9957,0,1,1
"8466",9958,1,0,-1
"8467",9959,4,3,-1
"8468",9960,0,1,1
"8469",9961,1,2,1
"8470",9962,1,0,-1
"8471",9963,1,2,1
"8472",9964,0,1,1
"8473",9966,0,1,1
"8474",9967,1,0,-1
"8475",9968,2,7,5
"8476",9969,4,1,-3
"8477",9970,2,5,3
"8478",9971,3,2,-1
"8479",9972,0,11,11
"8480",9973,0,1,1
"8481",9974,7,1,-6
"8482",9975,0,5,5
"8483",9976,3,4,1
"8484",9978,1,6,5
"8485",9981,0,2,2
"8486",9982,1,0,-1
"8487",9984,6,4,-2
"8488",9985,0,1,1
"8489",9986,1,0,-1
"8490",9988,2,0,-2
"8491",9990,4,1,-3
"8492",9992,1,0,-1
"8493",9993,1,0,-1
"8494",9994,2,1,-1
"8495",9996,1,2,1
"8496",9997,1,0,-1
"8497",9998,4,4,0
"8498",9999,1,1,0
"8499",10000,1,0,-1
"8500",10001,1,4,3
"8501",10002,6,2,-4
"8502",10003,2,3,1
"8503",10004,1,0,-1
"8504",10005,1,3,2
"8505",10006,1,0,-1
"8506",10007,8,21,13
"8507",10008,0,1,1
"8508",10009,174,95,-79
"8509",10010,1,1,0
"8510",10011,1,3,2
"8511",10012,0,1,1
"8512",10013,3,3,0
"8513",10016,11,7,-4
"8514",10017,0,1,1
"8515",10018,0,1,1
"8516",10019,2,5,3
"8517",10021,1,1,0
"8518",10022,1,0,-1
"8519",10023,2,4,2
"8520",10025,1,11,10
"8521",10026,1,1,0
"8522",10027,0,1,1
"8523",10028,0,5,5
"8524",10029,1,1,0
"8525",10030,1,3,2
"8526",10031,1,4,3
"8527",10032,1,6,5
"8528",10033,1,3,2
"8529",10034,1,2,1
"8530",10036,1,2,1
"8531",10038,2,7,5
"8532",10039,1,2,1
"8533",10041,0,3,3
"8534",10042,8,5,-3
"8535",10043,1,1,0
"8536",10044,0,1,1
"8537",10045,1,1,0
"8538",10046,2,5,3
"8539",10047,1,0,-1
"8540",10048,2,1,-1
"8541",10049,0,1,1
"8542",10051,1,0,-1
"8543",10052,0,1,1
"8544",10054,1,4,3
"8545",10055,0,1,1
"8546",10056,1,2,1
"8547",10058,1,5,4
"8548",10059,0,1,1
"8549",10060,1,0,-1
"8550",10061,0,2,2
"8551",10063,1,0,-1
"8552",10064,1,5,4
